model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
alexnet,cifar10,6.7,8192,2,0,67.969406,66.49911,2.2110052
alexnet,cifar10,6.7,16384,4,0,150.86728,319.27893,52.7475
alexnet,cifar10,6.7,32768,8,0,271.08588,554.6438,51.12433
alexnet,cifar10,6.7,8192,2,2,59.688362,81.03887,26.34601
alexnet,cifar10,6.7,16384,4,4,126.49624,218.35895,42.069588
alexnet,cifar10,6.7,32768,8,8,277.06207,322.42642,14.0696745
