model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
resnet56,cifar10,3.3,2048,2,0,35.559284,45.302692,21.507349
resnet56,cifar10,3.3,4096,4,0,71.86098,189.17413,62.013317
resnet56,cifar10,3.3,8192,8,0,186.41689,314.21274,40.67176
resnet56,cifar10,3.3,2048,2,2,35.18559,100.58538,65.01919
resnet56,cifar10,3.3,4096,4,4,58.833153,161.9253,63.66648
resnet56,cifar10,3.3,8192,8,8,118.22251,276.05594,57.17444
