model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
densenet100_k12,cifar10,8.5,256,2,0,56.285202,148.47765,62.091805
densenet100_k12,cifar10,8.5,512,4,0,193.07196,305.18274,36.735622
densenet100_k12,cifar10,8.5,1024,8,0,360.00067,476.79663,24.49597
densenet100_k12,cifar10,8.5,256,2,2,24.888788,167.33485,85.12635
densenet100_k12,cifar10,8.5,512,4,4,57.725784,327.16144,82.35557
densenet100_k12,cifar10,8.5,1024,8,8,718.9692,571.4757,25.809229
