model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
resnet110,cifar10,6.6,2048,2,0,38.73804,104.736855,63.013927
resnet110,cifar10,6.6,4096,4,0,172.20216,251.5237,31.536406
resnet110,cifar10,6.6,8192,8,0,304.4481,405.29138,24.881678
resnet110,cifar10,6.6,2048,2,2,115.781815,110.36195,4.9109864
resnet110,cifar10,6.6,4096,4,4,117.44457,246.77055,52.407383
resnet110,cifar10,6.6,8192,8,8,120.82413,425.21222,71.584984
