model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
densenet100_k12,cifar10,8.5,256,2,0,107.71868,148.47765,27.451246
densenet100_k12,cifar10,8.5,512,4,0,284.63467,305.18274,6.733037
densenet100_k12,cifar10,8.5,1024,8,0,423.88574,476.79663,11.09716
densenet100_k12,cifar10,8.5,256,2,2,125.131035,167.33485,25.221178
densenet100_k12,cifar10,8.5,512,4,4,196.02309,327.16144,40.083683
densenet100_k12,cifar10,8.5,1024,8,8,197.69168,571.4757,65.406815
