model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
vgg16,imagenet,527.8,256,2,0,1121.6171,3002.8538,62.648296
vgg16,imagenet,527.8,512,4,0,2130.8782,6031.691,64.67196
vgg16,imagenet,527.8,1024,8,0,3114.0415,13001.371,76.04836
vgg16,imagenet,527.8,256,2,2,1179.8372,2115.108,44.218582
vgg16,imagenet,527.8,512,4,4,1778.4988,4228.8394,57.94357
vgg16,imagenet,527.8,1024,8,8,2317.017,6551.0156,64.63118
