model,dataset,tensorsize,batch_size,workers,ps,predicted,actual,error_pct
resnet44,cifar10,2.5,2048,2,0,51.745926,60.84312,14.951888
resnet44,cifar10,2.5,4096,4,0,133.92247,169.93878,21.193699
resnet44,cifar10,2.5,8192,8,0,364.36996,307.2365,18.595919
resnet44,cifar10,2.5,2048,2,2,97.318016,85.12191,14.32781
resnet44,cifar10,2.5,4096,4,4,97.66441,124.36813,21.471514
resnet44,cifar10,2.5,8192,8,8,98.36091,243.3185,59.57524
