left_out_worker,left_out_comm_type,test_mae,test_mape
2,AR,271.1143032326172,18.03135596818056
2,PS,6.234689131020518,0.6595332670365589
4,AR,520.6763601784196,20.152559791402094
4,PS,2.5871530237861338,0.21951432951711417
8,AR,2256.8221525347126,60.475551047371546
8,PS,700.9653907583495,36.96231954067734
